sec,timestamp,maa,clock_ticks,clock_seconds,longitude,latitude,relative_height_meters
151,2022-06-09 09:42:31,8.3850534e-07,2248666496,425.076,144.80279508860534,13.431451474802731,2.689830289062499
152,2022-06-09 09:42:32,1.2456209e-06,2253166813,426.076,144.8027945715281,13.431451291257552,2.1376070834960927
153,2022-06-09 09:42:33,1.1105622e-06,2257667431,427.076,144.80279504861187,13.431451039757404,1.7439226962890615
154,2022-06-09 09:42:34,9.614215e-07,2262167509,428.076,144.80279516406063,13.431450988363713,1.7571329929199209
155,2022-06-09 09:42:35,9.547234e-07,2266667530,429.076,144.8027952708574,13.431451323919251,2.452048764404296
156,2022-06-09 09:42:36,1.9019252e-06,2271168058,430.076,144.8027951519114,13.43145143868873,2.016051755126952
157,2022-06-09 09:42:37,2.0167495e-06,2275668428,431.076,144.80279544980215,13.431451344901754,2.7109827854003896
158,2022-06-09 09:42:38,0.000100078505,2280168483,432.076,144.8027939999047,13.431452134820857,1.9948153354492175
159,2022-06-09 09:42:39,0.00019148222,2284670805,433.077,144.80279314290092,13.431451811700112,1.9393458225097648
160,2022-06-09 09:42:40,8.7691296e-05,2289171079,434.077,144.80279194348353,13.431451297720846,2.1243014194335927
161,2022-06-09 09:42:41,5.69878e-06,2293671510,435.077,144.80278850981492,13.4314539554359,2.6765627719726552
162,2022-06-09 09:42:42,4.1411818e-06,2298172887,436.077,144.80278942458517,13.431454622296744,2.7136378146972646
163,2022-06-09 09:42:43,5.469691e-06,2302673696,437.077,144.80278941206493,13.43145494750678,2.164050564941405
164,2022-06-09 09:42:44,3.948265e-06,2307175134,438.077,144.80278963902867,13.4314544571139,2.245959744628905
165,2022-06-09 09:42:45,6.351549e-05,2311676277,439.078,144.80278921889885,13.4314541964163,2.6819186069335927
166,2022-06-09 09:42:46,2.9654135e-05,2316177408,440.078,144.80278950644598,13.431454254307484,2.161376462158202
167,2022-06-09 09:42:47,9.48501e-07,2320678462,441.078,144.80278909547408,13.431454242752045,0.9432749606933584
168,2022-06-09 09:42:48,8.800516e-07,2325179207,442.078,144.80278915843883,13.431454333840689,1.2788271762695302
169,2022-06-09 09:42:49,8.184195e-07,2329681550,443.079,144.80278962859805,13.431454132236064,0.4201807834472646
170,2022-06-09 09:42:50,6.434659e-07,2334181727,444.079,144.80278937338105,13.431454130584822,0.5866465427246084
171,2022-06-09 09:42:51,1.4797926e-06,2338682100,445.079,144.80278938148751,13.431454111847945,0.5179438449707021
172,2022-06-09 09:42:52,2.583059e-06,2343182533,446.079,144.80278957653405,13.431454105829216,0.687053189453124
173,2022-06-09 09:42:53,2.9620985e-06,2347685480,447.08,144.80278949918724,13.43145420541508,0.8508791782226552
174,2022-06-09 09:42:54,3.8395847e-06,2352185654,448.08,144.8027895335949,13.431454231883809,0.5681490756835927
175,2022-06-09 09:42:55,6.7060832e-06,2356685760,449.08,144.80278937306838,13.431454339566296,0.7029070712890615
176,2022-06-09 09:42:56,6.889104e-06,2361185876,450.08,144.80278943224576,13.431454383358414,0.877299771484374
177,2022-06-09 09:42:57,4.19325e-06,2365685974,451.08,144.80278928706463,13.431454436269815,0.6500620700683584
178,2022-06-09 09:42:58,5.4187353e-06,2370186048,452.08,144.80278911673062,13.431454405199103,0.6474184848632802
179,2022-06-09 09:42:59,5.0600333e-06,2374686941,453.08,144.8027889343354,13.431454427593463,0.6421351291503896
